"Nr. of features","Accuracy","Selected features"
5,0.7692307692307693,"Column2,Column3,Column10,Column11,Column12"
17,0.7802197802197802,"Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column11,Column13,Column15,Column16,Column17,Column18,Column19,Column20,Column22"
5,0.8241758241758241,"Column12,Column13,Column14,Column15,Column21"
11,0.8021978021978022,"Column1,Column2,Column4,Column5,Column6,Column7,Column9,Column12,Column13,Column16,Column17"
18,0.8351648351648352,"Column2,Column3,Column4,Column6,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column18,Column19,Column20,Column21,Column22"
3,0.7692307692307693,"Column13,Column14,Column21"
14,0.8241758241758241,"Column3,Column4,Column6,Column7,Column8,Column12,Column13,Column15,Column16,Column17,Column18,Column19,Column20,Column21"
18,0.7802197802197802,"Column1,Column2,Column3,Column7,Column8,Column9,Column10,Column11,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22"
7,0.7362637362637363,"Column4,Column5,Column9,Column11,Column15,Column20,Column22"
16,0.8021978021978022,"Column1,Column3,Column4,Column5,Column7,Column8,Column9,Column11,Column12,Column14,Column15,Column16,Column17,Column19,Column20,Column22"
14,0.8241758241758241,"Column1,Column4,Column6,Column7,Column8,Column9,Column11,Column12,Column13,Column15,Column16,Column18,Column20,Column21"
3,0.7582417582417582,"Column9,Column17,Column21"
21,0.7582417582417582,"Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column21"
5,0.7472527472527473,"Column5,Column13,Column15,Column20,Column21"
5,0.8021978021978022,"Column2,Column3,Column6,Column18,Column21"
14,0.8241758241758241,"Column1,Column2,Column4,Column5,Column6,Column9,Column10,Column11,Column13,Column14,Column17,Column18,Column19,Column21"
19,0.8351648351648352,"Column1,Column2,Column3,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column15,Column16,Column17,Column18,Column19,Column20,Column22"
16,0.7252747252747253,"Column1,Column2,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column12,Column13,Column14,Column16,Column20,Column21,Column22"
15,0.8241758241758241,"Column1,Column2,Column5,Column6,Column7,Column8,Column10,Column11,Column12,Column13,Column15,Column16,Column17,Column18,Column19"
11,0.7912087912087912,"Column1,Column3,Column4,Column5,Column7,Column8,Column9,Column10,Column19,Column20,Column22"
19,0.8681318681318682,"Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column13,Column14,Column17,Column18,Column19,Column20,Column21,Column22"
6,0.7472527472527473,"Column1,Column9,Column11,Column14,Column15,Column18"
4,0.7032967032967034,"Column5,Column12,Column13,Column21"
16,0.8241758241758241,"Column1,Column2,Column3,Column4,Column5,Column6,Column8,Column10,Column12,Column13,Column14,Column16,Column17,Column18,Column19,Column21"
19,0.7802197802197802,"Column1,Column3,Column4,Column5,Column6,Column7,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column21,Column22"
15,0.8021978021978022,"Column1,Column2,Column3,Column4,Column6,Column8,Column9,Column11,Column14,Column16,Column17,Column18,Column19,Column20,Column21"
20,0.8461538461538461,"Column1,Column2,Column3,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column22"
15,0.7692307692307693,"Column2,Column3,Column4,Column5,Column6,Column7,Column11,Column12,Column14,Column15,Column16,Column17,Column19,Column21,Column22"
12,0.8131868131868132,"Column1,Column2,Column5,Column8,Column10,Column11,Column13,Column15,Column18,Column19,Column20,Column22"
9,0.7582417582417582,"Column1,Column2,Column5,Column10,Column12,Column17,Column19,Column21,Column22"
20,0.7472527472527473,"Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column21,Column22"
4,0.7252747252747253,"Column3,Column4,Column5,Column6"
13,0.8241758241758241,"Column1,Column3,Column6,Column7,Column10,Column11,Column13,Column15,Column16,Column19,Column20,Column21,Column22"
20,0.7692307692307693,"Column1,Column2,Column4,Column5,Column6,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22"
17,0.8021978021978022,"Column1,Column2,Column3,Column5,Column6,Column7,Column8,Column9,Column11,Column12,Column13,Column14,Column16,Column18,Column20,Column21,Column22"
21,0.8351648351648352,"Column1,Column2,Column3,Column4,Column5,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22"
5,0.7362637362637363,"Column3,Column11,Column15,Column20,Column21"
20,0.8021978021978022,"Column1,Column2,Column3,Column4,Column5,Column7,Column8,Column9,Column10,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22"
15,0.8461538461538461,"Column2,Column3,Column4,Column5,Column6,Column7,Column9,Column10,Column11,Column13,Column14,Column15,Column17,Column20,Column21"
1,0.7802197802197802,"Column5"
11,0.8131868131868132,"Column1,Column3,Column4,Column5,Column6,Column8,Column9,Column10,Column20,Column21,Column22"
13,0.8681318681318682,"Column1,Column3,Column4,Column6,Column7,Column8,Column9,Column12,Column14,Column15,Column16,Column17,Column22"
16,0.8901098901098901,"Column1,Column2,Column3,Column6,Column7,Column8,Column9,Column12,Column14,Column16,Column17,Column18,Column19,Column20,Column21,Column22"
20,0.7802197802197802,"Column1,Column2,Column4,Column5,Column6,Column7,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22"
20,0.8241758241758241,"Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column9,Column10,Column11,Column12,Column13,Column14,Column16,Column17,Column18,Column19,Column20,Column21,Column22"
1,0.7692307692307693,"Column11"
10,0.8241758241758241,"Column1,Column4,Column5,Column6,Column8,Column12,Column16,Column17,Column18,Column21"
5,0.8021978021978022,"Column8,Column12,Column13,Column16,Column22"
1,0.8351648351648352,"Column14"
8,0.8241758241758241,"Column2,Column4,Column9,Column10,Column14,Column15,Column19,Column20"
12,0.8021978021978022,"Column2,Column3,Column8,Column10,Column12,Column13,Column14,Column17,Column18,Column19,Column20,Column22"
20,0.8351648351648352,"Column1,Column2,Column3,Column4,Column5,Column6,Column8,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22"
21,0.7252747252747253,"Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22"
4,0.7692307692307693,"Column3,Column17,Column19,Column20"
5,0.7582417582417582,"Column1,Column10,Column12,Column16,Column21"
9,0.8131868131868132,"Column1,Column2,Column3,Column4,Column13,Column14,Column18,Column19,Column20"
12,0.7362637362637363,"Column1,Column2,Column6,Column7,Column9,Column10,Column12,Column17,Column18,Column19,Column20,Column22"
11,0.8351648351648352,"Column2,Column5,Column6,Column7,Column12,Column13,Column16,Column18,Column20,Column21,Column22"
15,0.7472527472527473,"Column1,Column2,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column13,Column14,Column17,Column19,Column20,Column21"
7,0.7802197802197802,"Column6,Column11,Column12,Column15,Column18,Column21,Column22"
6,0.7692307692307693,"Column2,Column3,Column6,Column11,Column15,Column16"
22,0.8351648351648352,"Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22"
16,0.8131868131868132,"Column1,Column2,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column13,Column14,Column15,Column16,Column20,Column21,Column22"
16,0.7252747252747253,"Column3,Column4,Column6,Column7,Column8,Column9,Column11,Column12,Column13,Column14,Column15,Column17,Column18,Column19,Column20,Column21"
3,0.7802197802197802,"Column6,Column7,Column10"
16,0.7912087912087912,"Column2,Column3,Column4,Column5,Column7,Column8,Column10,Column12,Column14,Column15,Column16,Column17,Column18,Column20,Column21,Column22"
8,0.8131868131868132,"Column1,Column3,Column4,Column5,Column7,Column12,Column17,Column22"
2,0.8131868131868132,"Column6,Column13"
13,0.7802197802197802,"Column1,Column2,Column3,Column4,Column5,Column6,Column8,Column9,Column10,Column14,Column18,Column20,Column22"
10,0.7692307692307693,"Column1,Column5,Column6,Column8,Column11,Column13,Column16,Column17,Column18,Column21"
5,0.7252747252747253,"Column6,Column12,Column13,Column14,Column17"
9,0.8351648351648352,"Column1,Column3,Column4,Column5,Column6,Column7,Column8,Column14,Column17"
1,0.8351648351648352,"Column4"
10,0.8131868131868132,"Column1,Column3,Column6,Column7,Column10,Column12,Column14,Column15,Column17,Column18"
7,0.7692307692307693,"Column1,Column2,Column6,Column14,Column15,Column16,Column21"
20,0.8021978021978022,"Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column16,Column17,Column18,Column19,Column20,Column22"
2,0.7912087912087912,"Column1,Column13"
7,0.8461538461538461,"Column4,Column7,Column8,Column10,Column12,Column13,Column20"
2,0.7912087912087912,"Column5,Column21"
3,0.8461538461538461,"Column7,Column14,Column21"
14,0.7472527472527473,"Column3,Column4,Column5,Column7,Column8,Column9,Column10,Column13,Column14,Column16,Column17,Column18,Column19,Column20"
20,0.8461538461538461,"Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column14,Column15,Column16,Column17,Column18,Column19,Column21,Column22"
18,0.7912087912087912,"Column1,Column2,Column3,Column5,Column6,Column7,Column9,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column21"
20,0.8131868131868132,"Column1,Column2,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22"
15,0.7362637362637363,"Column1,Column2,Column4,Column5,Column7,Column8,Column9,Column12,Column13,Column16,Column17,Column18,Column19,Column20,Column21"
6,0.7692307692307693,"Column1,Column2,Column3,Column13,Column18,Column19"
6,0.7472527472527473,"Column4,Column6,Column7,Column16,Column18,Column22"
11,0.8351648351648352,"Column1,Column3,Column8,Column9,Column10,Column13,Column14,Column17,Column18,Column21,Column22"
2,0.8131868131868132,"Column15,Column22"
3,0.8351648351648352,"Column4,Column8,Column15"
3,0.8351648351648352,"Column8,Column14,Column19"
14,0.8351648351648352,"Column1,Column2,Column4,Column5,Column6,Column8,Column9,Column10,Column11,Column12,Column13,Column16,Column17,Column18"
1,0.8461538461538461,"Column18"
4,0.8131868131868132,"Column3,Column13,Column14,Column17"
11,0.7802197802197802,"Column2,Column3,Column4,Column7,Column8,Column10,Column14,Column18,Column19,Column20,Column21"
5,0.8021978021978022,"Column4,Column12,Column14,Column19,Column20"
5,0.7252747252747253,"Column1,Column3,Column4,Column6,Column13"
2,0.8021978021978022,"Column18,Column19"
10,0.8351648351648352,"Column1,Column2,Column11,Column13,Column14,Column16,Column19,Column20,Column21,Column22"
12,0.8131868131868132,"Column1,Column3,Column6,Column7,Column8,Column9,Column10,Column17,Column18,Column19,Column20,Column22"
8,0.7032967032967034,"Column4,Column5,Column9,Column12,Column15,Column16,Column20,Column22"
10,0.7912087912087912,"Column3,Column5,Column8,Column9,Column15,Column16,Column18,Column19,Column21,Column22"
5,0.7912087912087912,"Column6,Column10,Column12,Column16,Column17"
19,0.7802197802197802,"Column1,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column16,Column17,Column18,Column19,Column20,Column21"
5,0.8241758241758241,"Column3,Column7,Column9,Column11,Column19"
6,0.7362637362637363,"Column9,Column10,Column11,Column12,Column13,Column17"
21,0.8571428571428571,"Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22"
2,0.7802197802197802,"Column3,Column22"
7,0.8241758241758241,"Column3,Column5,Column6,Column15,Column19,Column20,Column22"
6,0.8021978021978022,"Column3,Column6,Column11,Column12,Column17,Column20"
12,0.8571428571428571,"Column2,Column5,Column6,Column8,Column11,Column13,Column16,Column17,Column18,Column19,Column21,Column22"
17,0.8241758241758241,"Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column12,Column13,Column15,Column19,Column20,Column21,Column22"
2,0.7692307692307693,"Column11,Column15"
3,0.7472527472527473,"Column18,Column21,Column22"
16,0.7692307692307693,"Column1,Column2,Column5,Column6,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column20"
1,0.8021978021978022,"Column2"
2,0.7692307692307693,"Column3,Column8"
17,0.8791208791208791,"Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column11,Column12,Column14,Column15,Column16,Column18,Column19,Column21,Column22"
13,0.7692307692307693,"Column1,Column2,Column3,Column5,Column7,Column8,Column13,Column14,Column15,Column17,Column18,Column19,Column20"
4,0.7582417582417582,"Column6,Column7,Column11,Column13"
17,0.8131868131868132,"Column1,Column2,Column3,Column5,Column6,Column7,Column8,Column9,Column11,Column12,Column13,Column14,Column16,Column18,Column19,Column20,Column22"
5,0.8241758241758241,"Column6,Column13,Column14,Column21,Column22"
8,0.7142857142857143,"Column1,Column2,Column13,Column14,Column16,Column18,Column19,Column21"
15,0.7142857142857143,"Column1,Column2,Column3,Column4,Column6,Column7,Column8,Column9,Column10,Column11,Column14,Column16,Column17,Column21,Column22"
16,0.8131868131868132,"Column2,Column4,Column6,Column7,Column8,Column9,Column10,Column12,Column13,Column14,Column16,Column17,Column18,Column20,Column21,Column22"
15,0.7472527472527473,"Column1,Column2,Column3,Column4,Column5,Column8,Column9,Column11,Column12,Column13,Column14,Column16,Column19,Column20,Column21"
14,0.7582417582417582,"Column1,Column2,Column3,Column5,Column6,Column8,Column10,Column11,Column13,Column14,Column16,Column19,Column21,Column22"
2,0.7362637362637363,"Column5,Column12"
19,0.7912087912087912,"Column1,Column2,Column3,Column4,Column5,Column6,Column8,Column9,Column10,Column11,Column13,Column14,Column15,Column16,Column17,Column18,Column20,Column21,Column22"
11,0.8241758241758241,"Column1,Column4,Column6,Column8,Column9,Column10,Column18,Column19,Column20,Column21,Column22"
4,0.7582417582417582,"Column2,Column4,Column5,Column20"
11,0.8241758241758241,"Column5,Column6,Column7,Column8,Column9,Column10,Column16,Column19,Column20,Column21,Column22"
3,0.7912087912087912,"Column2,Column13,Column21"
17,0.7582417582417582,"Column4,Column5,Column6,Column7,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22"
16,0.7912087912087912,"Column1,Column2,Column3,Column5,Column6,Column7,Column8,Column9,Column10,Column13,Column15,Column16,Column17,Column19,Column20,Column22"
5,0.7692307692307693,"Column1,Column3,Column9,Column15,Column21"
14,0.7032967032967034,"Column1,Column3,Column4,Column6,Column8,Column9,Column10,Column11,Column12,Column14,Column15,Column17,Column18,Column20"
6,0.7032967032967034,"Column2,Column7,Column9,Column11,Column14,Column22"
2,0.8131868131868132,"Column19,Column22"
20,0.8351648351648352,"Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column14,Column15,Column16,Column17,Column19,Column20,Column21,Column22"
9,0.7912087912087912,"Column7,Column8,Column11,Column12,Column13,Column16,Column17,Column21,Column22"
15,0.8461538461538461,"Column1,Column2,Column6,Column7,Column8,Column9,Column11,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column21"
1,0.8351648351648352,"Column10"
5,0.8131868131868132,"Column2,Column12,Column17,Column19,Column21"
3,0.7142857142857143,"Column1,Column13,Column19"
11,0.7362637362637363,"Column2,Column3,Column4,Column6,Column9,Column10,Column12,Column15,Column17,Column20,Column21"
5,0.7692307692307693,"Column2,Column7,Column18,Column19,Column20"
14,0.7582417582417582,"Column3,Column4,Column5,Column6,Column8,Column10,Column11,Column14,Column15,Column16,Column17,Column18,Column19,Column20"
12,0.7692307692307693,"Column2,Column3,Column6,Column7,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column22"
11,0.7472527472527473,"Column1,Column3,Column7,Column10,Column12,Column15,Column16,Column18,Column20,Column21,Column22"
15,0.7912087912087912,"Column1,Column2,Column6,Column7,Column8,Column9,Column10,Column12,Column13,Column14,Column16,Column17,Column18,Column20,Column21"
7,0.7802197802197802,"Column3,Column5,Column7,Column10,Column11,Column14,Column16"
